"date","month","weekend","holiday","prod_id","prod_function","prod_regime","prod_listprice","discount","stockout","sales"
2015-09-17,"9","N","N","33449","Moisturisers","POME",349000,10.5,0.00763358778625954,7.63358778625954
2015-09-17,"9","N","N","33450","Moisturisers","POME",379000,11.3636363636364,0.00763358778625954,8.3969465648855
2015-09-17,"9","N","N","33452","EyeCare","POME",349000,0,0,2.30769230769231
2015-09-17,"9","N","N","31471","Moisturisers","HERB",429000,3.75,0.00763358778625954,9.16030534351145
2015-09-17,"9","N","N","41195","Treatments","TEA",259000,2.85714285714286,0.00769230769230769,5.38461538461539
2015-09-17,"9","N","N","38834","Treatments","YOUTH",489000,19.2633959691837,0.00757575757575758,120.454545454545
2015-09-17,"9","N","N","24214","Treatments","TEA",159000,0,1,0
2015-09-17,"9","N","N","26698","Other","ALOE",229000,0,0,3.96825396825397
2015-09-17,"9","N","N","35012","Moisturisers","POME",379000,27.5,0,6.25
2015-09-17,"9","N","N","46698","Moisturisers","VITA",179000,53.5714285714286,0.0150375939849624,10.5263157894737
2015-09-17,"9","N","N","46482","Cleanser","TEA",129000,5.21739130434783,0.0150375939849624,17.2932330827068
2015-09-17,"9","N","N","46481","Cleanser","TEA",189000,8.6,0.00757575757575758,18.9393939393939
2015-09-17,"9","N","N","47503","Treatments","YOUTH",649000,6.34614199359962,0.576923076923077,20
2015-09-17,"9","N","N","46483","Treatments","ALOE",159000,0,0.00793650793650794,1.58730158730159
2015-09-17,"9","N","N","48454","Moisturisers","TEA",179000,1.25,0.0153846153846154,9.23076923076923
2015-09-17,"9","N","N","48456","Moisturisers","TEA",179000,1.9047619047619,0.0152671755725191,16.030534351145
2015-09-17,"9","N","N","48455","Moisturisers","TEA",179000,33.3333333333333,0,2.36220472440945
2015-09-17,"9","N","N","47731","Treatments","VITA",309000,52.1739130434783,0.0152671755725191,17.5572519083969
2015-09-17,"9","N","N","41078","Moisturisers","VITA",249000,6.05263157894737,0.00763358778625954,14.5038167938931
2015-09-17,"9","N","N","52534","Treatments","YOUTH",449000,17.2294446596301,0,70.7692307692308
2015-09-17,"9","N","N","52598","Treatments","YOUTH",439000,22.8338531627825,0,70
2015-09-17,"9","N","N","49286","Treatments","YOUTH",399000,43.3333333333333,0.00763358778625954,22.9007633587786
2015-09-17,"9","N","N","52555","EyeCare","VITA",209000,1.5,0.0317460317460317,7.93650793650794
2015-09-17,"9","N","N","22339","Moisturisers","VITA",189000,0,1,0
2015-09-17,"9","N","N","76024","Treatments","TEA",129000,0,0.934782608695652,0
2015-09-17,"9","N","N","75999","Cleanser","TEA",109000,0,1,0
2015-09-17,"9","N","N","25734","Other","ALOE",89000,0,1,0
2015-09-17,"9","N","N","1936","Cleanser","TEA",49000,0,1,0
2015-09-17,"9","N","N","42492","Treatments","TEA",99000,0,1,0
2015-09-17,"9","N","N","42530","Moisturisers","TEA",99000,0,1,0
2015-09-17,"9","N","N","42352","Moisturisers","ALOE",165000,0,1,0
2015-09-17,"9","N","N","9967","Moisturisers","ALOE",129000,0,1,0
2015-09-17,"9","N","N","12668","Cleanser","OCEAN",85000,0,1,0
2015-09-17,"9","N","N","42029","Other","VITA",99000,0,1,0
2015-09-17,"9","N","N","42360","Moisturisers","OCEAN",165000,0,1,0
2015-09-17,"9","N","N","42398","Moisturisers","WHITE",250000,0,1,0
2015-09-18,"9","N","N","25742","Other","ALOE",129000,1.21793877956669,0.0307692307692308,120
2015-09-18,"9","N","N","41906","Moisturisers","VITA",199000,4.66664433277499,0.00757575757575758,34.0909090909091
2015-09-18,"9","N","N","30470","Moisturisers","VITA",129000,0,1,0
2015-09-18,"9","N","N","30503","Moisturisers","VITA",229000,6.59996506550218,0.00757575757575758,18.9393939393939
2015-09-18,"9","N","N","42924","Treatments","VITA",259000,0,0.031496062992126,0
2015-09-18,"9","N","N","42046","EyeCare","VITA",209000,0,0.00763358778625954,3.05343511450382
2015-09-18,"9","N","N","10834","Moisturisers","VITA",239000,0.882352941176471,0.00757575757575758,12.8787878787879
2015-09-18,"9","N","N","42137","Cleanser","VITA",139000,6.47563767168084,0.0150375939849624,66.1654135338346
2015-09-18,"9","N","N","42422","Moisturisers","VITA",219000,0,0.0078740157480315,3.1496062992126
2015-09-18,"9","N","N","42671","Cleanser","VITA",99000,1.11111111111111,0.00757575757575758,13.6363636363636
2015-09-18,"9","N","N","12269","Cleanser","VITA",159000,0.714285714285714,0.00757575757575758,21.2121212121212
2015-09-18,"9","N","N","12259","Toner","VITA",169000,4.44444444444444,0.00757575757575758,20.4545454545455
2015-09-18,"9","N","N","12247","Cleanser","VITA",189000,0,0.0161290322580645,4.03225806451613
2015-09-18,"9","N","N","41999","Cleanser","VITA",59000,0,1,0
2015-09-18,"9","N","N","10050","Other","VITA",229000,2.7292576419214,0.0078125,6.25
2015-09-18,"9","N","N","42831","Cleanser","TEA",99000,0,0.496062992125984,3.93700787401575
2015-09-18,"9","N","N","22619","Moisturisers","ALOE",199000,1.5,0.00763358778625954,7.63358778625954
2015-09-18,"9","N","N","22607","Cleanser","ALOE",159000,3,0,19.3798449612403
2015-09-18,"9","N","N","22615","Cleanser","ALOE",159000,3.48484848484849,0.0150375939849624,24.812030075188
2015-09-18,"9","N","N","22635","Toner","ALOE",169000,13.4998816568047,0,7.8740157480315
2015-09-18,"9","N","N","22611","Cleanser","ALOE",189000,0,0,2.4
2015-09-18,"9","N","N","22631","Moisturisers","ALOE",239000,1.25,0.0078125,12.5
2015-09-18,"9","N","N","22627","Moisturisers","ALOE",229000,0,0.455284552845528,3.2520325203252
2015-09-18,"9","N","N","42326","Cleanser","OCEAN",159000,0.882352941176471,0.00757575757575758,12.8787878787879
2015-09-18,"9","N","N","13304","Toner","OCEAN",169000,1.53846153846154,0.00763358778625954,9.9236641221374
2015-09-18,"9","N","N","42396","Toner","WHITE",219000,0,1,0
2015-09-18,"9","N","N","13278","Cleanser","OCEAN",139000,6.53061224489796,0.0150375939849624,36.8421052631579
2015-09-18,"9","N","N","13303","Cleanser","OCEAN",189000,1.25,0.00775193798449612,12.4031007751938
2015-09-18,"9","N","N","13305","Moisturisers","OCEAN",199000,0,0.0153846153846154,12.3076923076923
2015-09-18,"9","N","N","24279","Moisturisers","WHITE",439000,1.66666666666667,0,9.16030534351145
2015-09-18,"9","N","N","13307","Moisturisers","OCEAN",229000,0,0.0153846153846154,4.61538461538462
2015-09-18,"9","N","N","24278","Moisturisers","WHITE",499000,0,0.00757575757575758,12.8787878787879
2015-09-18,"9","N","N","24282","Moisturisers","WHITE",459000,2.69230769230769,0,19.8473282442748
2015-09-18,"9","N","N","31484","Treatments","HERB",309000,1.15384615384615,0.0229007633587786,9.9236641221374
2015-09-18,"9","N","N","12670","Moisturisers","OCEAN",239000,12.7777777777778,0.00757575757575758,6.81818181818182
2015-09-18,"9","N","N","13586","Cleanser","WHITE",199000,0,1,0
2015-09-18,"9","N","N","36244","Cleanser","WHITE",289000,2.47659271320985,0.0225563909774436,25.5639097744361
2015-09-18,"9","N","N","13235","Treatments","ALOE",259000,0,0.016,3.2
2015-09-18,"9","N","N","13236","Treatments","ALOE",259000,0,0.00819672131147541,0.819672131147541
2015-09-18,"9","N","N","10594","Treatments","VITA",259000,1.66666666666667,0.0153846153846154,6.92307692307692
2015-09-18,"9","N","N","16006","Treatments","OCEAN",259000,0,0.0236220472440945,3.1496062992126
2015-09-18,"9","N","N","16007","Treatments","OCEAN",259000,3.33333333333333,0.00813008130081301,4.8780487804878
2015-09-18,"9","N","N","20459","EyeCare","ALOE",219000,0,0.05,1.66666666666667
2015-09-18,"9","N","N","18337","Moisturisers","VITA",219000,0,0.0232558139534884,2.32558139534884
2015-09-18,"9","N","N","2889","Cleanser","TEA",129000,8.3947094437843,0.0451127819548872,103.007518796992
2015-09-18,"9","N","N","42491","Cleanser","TEA",159000,2.32232704402516,0.0150375939849624,30.0751879699248
2015-09-18,"9","N","N","2893","Toner","TEA",159000,1.66666666666667,0.00757575757575758,22.7272727272727
2015-09-18,"9","N","N","13536","Moisturisers","TEA",189000,4.14634146341463,0.0384615384615385,31.5384615384615
2015-09-18,"9","N","N","13709","Moisturisers","TEA",229000,3.71794871794872,0.0227272727272727,29.5454545454545
2015-09-18,"9","N","N","7288","Treatments","TEA",259000,0,0.0487804878048781,10.5691056910569
2015-09-18,"9","N","N","42529","Other","TEA",119000,9.59989915966386,0.0232558139534884,19.3798449612403
2015-09-18,"9","N","N","41965","Treatments","TEA",129000,0.6,0.00757575757575758,18.9393939393939
2015-09-18,"9","N","N","27850","Treatments","TEA",119000,1.89512740580103,0.0378787878787879,93.9393939393939
2015-09-18,"9","N","N","76019","Treatments","TEA",129000,1.66666666666667,0.008,7.2
2015-09-18,"9","N","N","31467","EyeCare","HERB",319000,0,0.00763358778625954,4.58015267175572
2015-09-18,"9","N","N","42013","Cleanser","HERB",249000,1.10160642570281,0.0150375939849624,37.593984962406
2015-09-18,"9","N","N","65109","Treatments","HERB",369000,1.25,0.00769230769230769,9.23076923076923
2015-09-18,"9","N","N","31486","Treatments","HERB",459000,0,0.00793650793650794,3.17460317460317
2015-09-18,"9","N","N","31468","Treatments","HERB",469000,5,0.0153846153846154,4.61538461538462
2015-09-18,"9","N","N","33448","Cleanser","POME",239000,2.40708835835589,0.0150375939849624,12.781954887218
2015-09-18,"9","N","N","33446","Cleanser","POME",249000,0,0.008,1.6
2015-09-18,"9","N","N","33449","Moisturisers","POME",349000,15.625,0.00763358778625954,12.2137404580153
2015-09-18,"9","N","N","33450","Moisturisers","POME",379000,9.64285714285714,0.00763358778625954,10.6870229007634
2015-09-18,"9","N","N","33452","EyeCare","POME",349000,0,0,4.61538461538462
2015-09-18,"9","N","N","31471","Moisturisers","HERB",429000,4.31818181818182,0.00763358778625954,16.793893129771
2015-09-18,"9","N","N","41195","Treatments","TEA",259000,0,0.00769230769230769,1.53846153846154
2015-09-18,"9","N","N","38834","Treatments","YOUTH",489000,8.27149827858456,0.00757575757575758,119.69696969697
2015-09-18,"9","N","N","24214","Treatments","TEA",159000,0,1,0
2015-09-18,"9","N","N","26698","Other","ALOE",229000,4.44444444444444,0,7.14285714285714
2015-09-18,"9","N","N","35012","Moisturisers","POME",379000,2.5,0,6.25
2015-09-18,"9","N","N","46698","Moisturisers","VITA",179000,52.6315789473684,0.0150375939849624,28.5714285714286
2015-09-18,"9","N","N","46482","Cleanser","TEA",129000,9.44587998851565,0.0150375939849624,20.3007518796992
2015-09-18,"9","N","N","46481","Cleanser","TEA",189000,5.26315789473684,0.00757575757575758,14.3939393939394
2015-09-18,"9","N","N","47503","Treatments","YOUTH",649000,3.57142857142857,0.592307692307692,16.1538461538462
2015-09-18,"9","N","N","46483","Treatments","ALOE",159000,1.25,0.0158730158730159,9.52380952380952
2015-09-18,"9","N","N","48454","Moisturisers","TEA",179000,2.30769230769231,0.0153846153846154,10
2015-09-18,"9","N","N","48456","Moisturisers","TEA",179000,0.483870967741935,0.0152671755725191,23.6641221374046
2015-09-18,"9","N","N","48455","Moisturisers","TEA",179000,0,0,3.1496062992126
2015-09-18,"9","N","N","47731","Treatments","VITA",309000,53.125,0.0152671755725191,24.4274809160305
2015-09-18,"9","N","N","41078","Moisturisers","VITA",249000,2.08333333333333,0.00763358778625954,27.4809160305344
2015-09-18,"9","N","N","52534","Treatments","YOUTH",449000,10.6362792439443,0,86.9230769230769
2015-09-18,"9","N","N","52598","Treatments","YOUTH",439000,11.617514031421,0,74.6153846153846
2015-09-18,"9","N","N","49286","Treatments","YOUTH",399000,9.24242424242424,0.00763358778625954,25.1908396946565
2015-09-18,"9","N","N","52555","EyeCare","VITA",209000,3.4375,0.0317460317460317,12.6984126984127
2015-09-18,"9","N","N","22339","Moisturisers","VITA",189000,0,1,0
2015-09-18,"9","N","N","76024","Treatments","TEA",129000,0,0.934782608695652,0
2015-09-18,"9","N","N","75999","Cleanser","TEA",109000,0,1,0
2015-09-18,"9","N","N","25734","Other","ALOE",89000,0,1,0
2015-09-18,"9","N","N","1936","Cleanser","TEA",49000,0,1,0
2015-09-18,"9","N","N","42492","Treatments","TEA",99000,0,1,0
2015-09-18,"9","N","N","42530","Moisturisers","TEA",99000,0,1,0
2015-09-18,"9","N","N","42352","Moisturisers","ALOE",165000,0,1,0
2015-09-18,"9","N","N","9967","Moisturisers","ALOE",129000,0,1,0
2015-09-18,"9","N","N","12668","Cleanser","OCEAN",85000,0,1,0
2015-09-18,"9","N","N","42029","Other","VITA",99000,0,1,0
2015-09-18,"9","N","N","42360","Moisturisers","OCEAN",165000,0,1,0
2015-09-18,"9","N","N","42398","Moisturisers","WHITE",250000,0,1,0
2015-09-19,"9","Y","N","25742","Other","ALOE",129000,1.37640449438202,0.0461538461538462,136.923076923077
2015-09-19,"9","Y","N","41906","Moisturisers","VITA",199000,11.2666532663317,0.00757575757575758,56.8181818181818
2015-09-19,"9","Y","N","30470","Moisturisers","VITA",129000,0,1,0
2015-09-19,"9","Y","N","30503","Moisturisers","VITA",229000,8.4782418834251,0.00757575757575758,34.8484848484849
2015-09-19,"9","Y","N","42924","Treatments","VITA",259000,0,0.031496062992126,2.36220472440945
2015-09-19,"9","Y","N","42046","EyeCare","VITA",209000,0,0.00763358778625954,6.87022900763359
2015-09-19,"9","Y","N","10834","Moisturisers","VITA",239000,0,0.00757575757575758,26.5151515151515
2015-09-19,"9","Y","N","42137","Cleanser","VITA",139000,4.62587050359712,0.0150375939849624,112.781954887218
2015-09-19,"9","Y","N","42422","Moisturisers","VITA",219000,6.66666666666667,0.0078740157480315,11.8110236220472
2015-09-19,"9","Y","N","42671","Cleanser","VITA",99000,1.66666666666667,0.0151515151515152,15.9090909090909
2015-09-19,"9","Y","N","12269","Cleanser","VITA",159000,1.66666666666667,0.00757575757575758,31.8181818181818
2015-09-19,"9","Y","N","12259","Toner","VITA",169000,5.40540540540541,0.00757575757575758,28.030303030303
2015-09-19,"9","Y","N","12247","Cleanser","VITA",189000,0,0.0161290322580645,9.67741935483871
2015-09-19,"9","Y","N","41999","Cleanser","VITA",59000,0,1,0
2015-09-19,"9","Y","N","10050","Other","VITA",229000,3.9792576419214,0.0078125,6.25
2015-09-19,"9","Y","N","42831","Cleanser","TEA",99000,2.85714285714286,0.511811023622047,5.51181102362205
2015-09-19,"9","Y","N","22619","Moisturisers","ALOE",199000,1.17647058823529,0.00763358778625954,12.9770992366412
2015-09-19,"9","Y","N","22607","Cleanser","ALOE",159000,0,0,15.5038759689922
2015-09-19,"9","Y","N","22615","Cleanser","ALOE",159000,3.84206848357792,0.0150375939849624,33.8345864661654
2015-09-19,"9","Y","N","22635","Toner","ALOE",169000,6.05263157894737,0,14.9606299212598
2015-09-19,"9","Y","N","22611","Cleanser","ALOE",189000,7.5,0,3.2
2015-09-19,"9","Y","N","22631","Moisturisers","ALOE",239000,1,0.0078125,11.71875
2015-09-19,"9","Y","N","22627","Moisturisers","ALOE",229000,5,0.455284552845528,2.4390243902439
2015-09-19,"9","Y","N","42326","Cleanser","OCEAN",159000,7.96296296296296,0.00757575757575758,20.4545454545455
2015-09-19,"9","Y","N","13304","Toner","OCEAN",169000,2.66666666666667,0.00763358778625954,22.9007633587786
2015-09-19,"9","Y","N","42396","Toner","WHITE",219000,0,1,0
2015-09-19,"9","Y","N","13278","Cleanser","OCEAN",139000,4.64024990533889,0.0150375939849624,71.4285714285714
2015-09-19,"9","Y","N","13303","Cleanser","OCEAN",189000,2.75,0.00775193798449612,15.5038759689922
2015-09-19,"9","Y","N","13305","Moisturisers","OCEAN",199000,0.833333333333333,0.0153846153846154,18.4615384615385
2015-09-19,"9","Y","N","24279","Moisturisers","WHITE",439000,4.25925925925926,0,20.6106870229008
2015-09-19,"9","Y","N","13307","Moisturisers","OCEAN",229000,0,0.0153846153846154,9.23076923076923
2015-09-19,"9","Y","N","24278","Moisturisers","WHITE",499000,0.857142857142857,0.00757575757575758,26.5151515151515
2015-09-19,"9","Y","N","24282","Moisturisers","WHITE",459000,3.75,0,24.4274809160305
2015-09-19,"9","Y","N","31484","Treatments","HERB",309000,1.33333333333333,0.0229007633587786,11.4503816793893
2015-09-19,"9","Y","N","12670","Moisturisers","OCEAN",239000,1.84210526315789,0.00757575757575758,14.3939393939394
2015-09-19,"9","Y","N","13586","Cleanser","WHITE",199000,0,1,0
2015-09-19,"9","Y","N","36244","Cleanser","WHITE",289000,4.37963420662383,0.0225563909774436,36.8421052631579
2015-09-19,"9","Y","N","13235","Treatments","ALOE",259000,5,0.016,2.4
2015-09-19,"9","Y","N","13236","Treatments","ALOE",259000,7.5,0.00819672131147541,1.63934426229508
2015-09-19,"9","Y","N","10594","Treatments","VITA",259000,0,0.0153846153846154,6.92307692307692
2015-09-19,"9","Y","N","16006","Treatments","OCEAN",259000,0,0.0236220472440945,4.7244094488189
2015-09-19,"9","Y","N","16007","Treatments","OCEAN",259000,0,0.00813008130081301,5.69105691056911
2015-09-19,"9","Y","N","20459","EyeCare","ALOE",219000,0,0.05,0
2015-09-19,"9","Y","N","18337","Moisturisers","VITA",219000,1.2,0.0232558139534884,19.3798449612403
2015-09-19,"9","Y","N","2889","Cleanser","TEA",129000,7.87407134589077,0.0451127819548872,166.165413533835
2015-09-19,"9","Y","N","42491","Cleanser","TEA",159000,3.85138044984543,0.0150375939849624,44.3609022556391
2015-09-19,"9","Y","N","2893","Toner","TEA",159000,2.86764705882353,0.00757575757575758,51.5151515151515
2015-09-19,"9","Y","N","13536","Moisturisers","TEA",189000,0.892857142857143,0.0384615384615385,64.6153846153846
2015-09-19,"9","Y","N","13709","Moisturisers","TEA",229000,2.45901639344262,0.0227272727272727,46.2121212121212
2015-09-19,"9","Y","N","7288","Treatments","TEA",259000,0,0.0487804878048781,9.75609756097561
2015-09-19,"9","Y","N","42529","Other","TEA",119000,2.5,0.0232558139534884,9.30232558139535
2015-09-19,"9","Y","N","41965","Treatments","TEA",129000,1.42857142857143,0.00757575757575758,15.9090909090909
2015-09-19,"9","Y","N","27850","Treatments","TEA",119000,1.36595339166594,0.0378787878787879,146.969696969697
2015-09-19,"9","Y","N","76019","Treatments","TEA",129000,0,0.008,13.6
2015-09-19,"9","Y","N","31467","EyeCare","HERB",319000,30,0.00763358778625954,3.05343511450382
2015-09-19,"9","Y","N","42013","Cleanser","HERB",249000,3.68302644540426,0.0150375939849624,79.6992481203008
2015-09-19,"9","Y","N","65109","Treatments","HERB",369000,5,0.00769230769230769,10.7692307692308
2015-09-19,"9","Y","N","31486","Treatments","HERB",459000,0,0.00793650793650794,0.793650793650794
2015-09-19,"9","Y","N","31468","Treatments","HERB",469000,8.33333333333333,0.0153846153846154,4.61538461538462
2015-09-19,"9","Y","N","33448","Cleanser","POME",239000,3.05818435400025,0.0150375939849624,24.812030075188
2015-09-19,"9","Y","N","33446","Cleanser","POME",249000,2.5,0.008,6.4
2015-09-19,"9","Y","N","33449","Moisturisers","POME",349000,6.89653196324474,0.00763358778625954,22.1374045801527
2015-09-19,"9","Y","N","33450","Moisturisers","POME",379000,9.25923971464869,0.00763358778625954,20.6106870229008
2015-09-19,"9","Y","N","33452","EyeCare","POME",349000,2.5,0,6.15384615384615
2015-09-19,"9","Y","N","31471","Moisturisers","HERB",429000,6.46341463414634,0.00763358778625954,31.2977099236641
2015-09-19,"9","Y","N","41195","Treatments","TEA",259000,0,0.00769230769230769,6.92307692307692
2015-09-19,"9","Y","N","38834","Treatments","YOUTH",489000,9.87591081462068,0.00757575757575758,234.090909090909
2015-09-19,"9","Y","N","24214","Treatments","TEA",159000,0,1,0
2015-09-19,"9","Y","N","26698","Other","ALOE",229000,2.7292576419214,0,6.34920634920635
2015-09-19,"9","Y","N","35012","Moisturisers","POME",379000,6,0,7.8125
2015-09-19,"9","Y","N","46698","Moisturisers","VITA",179000,50.8620689655172,0.0150375939849624,43.609022556391
2015-09-19,"9","Y","N","46482","Cleanser","TEA",129000,10.5192335819804,0.0150375939849624,39.8496240601504
2015-09-19,"9","Y","N","46481","Cleanser","TEA",189000,4.48275862068965,0.00757575757575758,21.969696969697
2015-09-19,"9","Y","N","47503","Treatments","YOUTH",649000,3.70965753765098,0.638461538461538,23.8461538461538
2015-09-19,"9","Y","N","46483","Treatments","ALOE",159000,3,0.0158730158730159,3.96825396825397
2015-09-19,"9","Y","N","48454","Moisturisers","TEA",179000,1.15384615384615,0.0153846153846154,10
2015-09-19,"9","Y","N","48456","Moisturisers","TEA",179000,2.73582797512385,0.0152671755725191,40.4580152671756
2015-09-19,"9","Y","N","48455","Moisturisers","TEA",179000,0,0,0.78740157480315
2015-09-19,"9","Y","N","47731","Treatments","VITA",309000,51.8518518518518,0.0152671755725191,41.2213740458015
2015-09-19,"9","Y","N","41078","Moisturisers","VITA",249000,0.875,0.00763358778625954,30.5343511450382
2015-09-19,"9","Y","N","52534","Treatments","YOUTH",449000,12.1759242761693,0,138.461538461538
2015-09-19,"9","Y","N","52598","Treatments","YOUTH",439000,12.524333613076,0.00769230769230769,131.538461538462
2015-09-19,"9","Y","N","49286","Treatments","YOUTH",399000,7.25490196078431,0.00763358778625954,38.9312977099237
2015-09-19,"9","Y","N","52555","EyeCare","VITA",209000,1.59090909090909,0.0396825396825397,17.4603174603175
2015-09-19,"9","Y","N","22339","Moisturisers","VITA",189000,0,1,0
2015-09-19,"9","Y","N","76024","Treatments","TEA",129000,100,0.934782608695652,2.17391304347826
2015-09-19,"9","Y","N","75999","Cleanser","TEA",109000,0,1,0
2015-09-19,"9","Y","N","25734","Other","ALOE",89000,0,1,0
2015-09-19,"9","Y","N","1936","Cleanser","TEA",49000,0,1,0
2015-09-19,"9","Y","N","42492","Treatments","TEA",99000,0,1,0
2015-09-19,"9","Y","N","42530","Moisturisers","TEA",99000,0,1,0
2015-09-19,"9","Y","N","42352","Moisturisers","ALOE",165000,0,1,0
2015-09-19,"9","Y","N","9967","Moisturisers","ALOE",129000,0,1,0
2015-09-19,"9","Y","N","12668","Cleanser","OCEAN",85000,0,1,0
2015-09-19,"9","Y","N","42029","Other","VITA",99000,0,1,0
2015-09-19,"9","Y","N","42360","Moisturisers","OCEAN",165000,0,1,0
2015-09-19,"9","Y","N","42398","Moisturisers","WHITE",250000,0,1,0
2015-09-20,"9","Y","N","25742","Other","ALOE",129000,1.92073170731707,0.138461538461538,126.153846153846
2015-09-20,"9","Y","N","41906","Moisturisers","VITA",199000,9.49437073005477,0.00757575757575758,67.4242424242424
2015-09-20,"9","Y","N","30470","Moisturisers","VITA",129000,0,1,0
2015-09-20,"9","Y","N","30503","Moisturisers","VITA",229000,7.5,0.00757575757575758,34.8484848484849
2015-09-20,"9","Y","N","42924","Treatments","VITA",259000,0,0.031496062992126,1.5748031496063
2015-09-20,"9","Y","N","42046","EyeCare","VITA",209000,0.75,0.00763358778625954,15.2671755725191
2015-09-20,"9","Y","N","10834","Moisturisers","VITA",239000,2.5,0.00757575757575758,28.7878787878788
2015-09-20,"9","Y","N","42137","Cleanser","VITA",139000,9.45244324021303,0.0150375939849624,115.789473684211
2015-09-20,"9","Y","N","42422","Moisturisers","VITA",219000,0,0.0078740157480315,6.2992125984252
2015-09-20,"9","Y","N","42671","Cleanser","VITA",99000,0,0.0151515151515152,21.2121212121212
2015-09-20,"9","Y","N","12269","Cleanser","VITA",159000,10.1470588235294,0.00757575757575758,25.7575757575758
2015-09-20,"9","Y","N","12259","Toner","VITA",169000,11.4516129032258,0.00757575757575758,23.4848484848485
2015-09-20,"9","Y","N","12247","Cleanser","VITA",189000,2.85714285714286,0.0161290322580645,5.64516129032258
2015-09-20,"9","Y","N","41999","Cleanser","VITA",59000,0,1,0
2015-09-20,"9","Y","N","10050","Other","VITA",229000,10.1222707423581,0.0078125,11.71875
2015-09-20,"9","Y","N","42831","Cleanser","TEA",99000,0,0.535433070866142,7.08661417322835
2015-09-20,"9","Y","N","22619","Moisturisers","ALOE",199000,2.60867380380162,0.00763358778625954,17.5572519083969
2015-09-20,"9","Y","N","22607","Cleanser","ALOE",159000,2.40740740740741,0,20.9302325581395
2015-09-20,"9","Y","N","22615","Cleanser","ALOE",159000,3.83928571428571,0.0150375939849624,42.1052631578947
2015-09-20,"9","Y","N","22635","Toner","ALOE",169000,11.1363367401829,0,17.3228346456693
2015-09-20,"9","Y","N","22611","Cleanser","ALOE",189000,0,0.008,4.8
2015-09-20,"9","Y","N","22631","Moisturisers","ALOE",239000,1.36363636363636,0.0078125,8.59375
2015-09-20,"9","Y","N","22627","Moisturisers","ALOE",229000,3.75,0.471544715447154,3.2520325203252
2015-09-20,"9","Y","N","42326","Cleanser","OCEAN",159000,2.5,0.00757575757575758,22.7272727272727
2015-09-20,"9","Y","N","13304","Toner","OCEAN",169000,8.59375,0.00763358778625954,24.4274809160305
2015-09-20,"9","Y","N","42396","Toner","WHITE",219000,0,1,0
2015-09-20,"9","Y","N","13278","Cleanser","OCEAN",139000,10.403398660382,0.0150375939849624,87.218045112782
2015-09-20,"9","Y","N","13303","Cleanser","OCEAN",189000,0,0.00775193798449612,10.8527131782946
2015-09-20,"9","Y","N","13305","Moisturisers","OCEAN",199000,10.6818181818182,0.0153846153846154,16.9230769230769
2015-09-20,"9","Y","N","24279","Moisturisers","WHITE",439000,0.75,0,15.2671755725191
2015-09-20,"9","Y","N","13307","Moisturisers","OCEAN",229000,10.8333333333333,0.0153846153846154,9.23076923076923
2015-09-20,"9","Y","N","24278","Moisturisers","WHITE",499000,3.06817270905447,0.00757575757575758,33.3333333333333
2015-09-20,"9","Y","N","24282","Moisturisers","WHITE",459000,0.918367346938775,0,37.4045801526718
2015-09-20,"9","Y","N","31484","Treatments","HERB",309000,4.1304347826087,0.0229007633587786,17.5572519083969
2015-09-20,"9","Y","N","12670","Moisturisers","OCEAN",239000,4.25925925925926,0.00757575757575758,20.4545454545455
2015-09-20,"9","Y","N","13586","Cleanser","WHITE",199000,0,1,0
2015-09-20,"9","Y","N","36244","Cleanser","WHITE",289000,1.80001922337562,0.0225563909774436,54.1353383458647
2015-09-20,"9","Y","N","13235","Treatments","ALOE",259000,0,0.016,3.2
2015-09-20,"9","Y","N","13236","Treatments","ALOE",259000,0,0.00819672131147541,0.819672131147541
2015-09-20,"9","Y","N","10594","Treatments","VITA",259000,2.89473684210526,0.0153846153846154,14.6153846153846
2015-09-20,"9","Y","N","16006","Treatments","OCEAN",259000,3,0.0236220472440945,3.93700787401575
2015-09-20,"9","Y","N","16007","Treatments","OCEAN",259000,2.72727272727273,0.00813008130081301,8.94308943089431
2015-09-20,"9","Y","N","20459","EyeCare","ALOE",219000,0,0.05,0
2015-09-20,"9","Y","N","18337","Moisturisers","VITA",219000,1,0.0232558139534884,11.6279069767442
2015-09-20,"9","Y","N","2889","Cleanser","TEA",129000,9.76550895365763,0.0601503759398496,172.18045112782
2015-09-20,"9","Y","N","42491","Cleanser","TEA",159000,1.93333333333333,0.0150375939849624,56.390977443609
2015-09-20,"9","Y","N","2893","Toner","TEA",159000,2.59256153428061,0.00757575757575758,61.3636363636364
2015-09-20,"9","Y","N","13536","Moisturisers","TEA",189000,2.03487141626676,0.0384615384615385,66.1538461538461
2015-09-20,"9","Y","N","13709","Moisturisers","TEA",229000,0.234375,0.0227272727272727,48.4848484848485
2015-09-20,"9","Y","N","7288","Treatments","TEA",259000,0,0.0487804878048781,10.5691056910569
2015-09-20,"9","Y","N","42529","Other","TEA",119000,0,0.0232558139534884,13.953488372093
2015-09-20,"9","Y","N","41965","Treatments","TEA",129000,1.09375,0.00757575757575758,24.2424242424242
2015-09-20,"9","Y","N","27850","Treatments","TEA",119000,1.4225835941071,0.0454545454545455,181.060606060606
2015-09-20,"9","Y","N","76019","Treatments","TEA",129000,2.5,0.008,9.6
2015-09-20,"9","Y","N","31467","EyeCare","HERB",319000,0,0.00763358778625954,3.05343511450382
